name,price_cur,price_prev
"Шоколад ""Milka"" молочный с печеньем Орео, 300г",199.90,399.90
"Мороженое Пломбир ""Вологодский"" вафельный стаканчик 15%, 100г",64.99,
"Пирожное ""Медвежонок Барни"" Абрикос, 150г",169.90,
"Штрудель ""Хлебозавод №28"" с вишней, 80г",39.99,
"Батончик шоколадный ""Nuts"" Crunch с фундуком и арахисом, 60г",76.99,
"Зефирная косичка ""Конфитрейд"" со вкусом клубники, 25г",79.99,
"Хлеб ""Елизавета"" вафельный льняной, 55г",59.99,
"Мармелад ""Fruittella"" Том и Джерри/Манга Стартики, 10г",19.99,
"Печенье сахарное ""Коломенский"" Яблоко и корица, 120г",59.99,
"Рулет ""Lucky Days"" с вареной сгущенкой, 200г",59.99,
"Карамель ""РотФронт"" Барбарис",239.90,399.90
"Хлебцы ""Молодцы"" Фитнес Линия цельнозерновые, 100г",49.99,
"Конфеты ""Любимые Традиции""/""Dolcemania"" ассорти, 150г",99.99,149.90
"Конфеты ""Красный Октябрь"" Мишка Косолапый вафельные",799.90,1392.40
"Печенье сахарное ""Коровка"" Топленое молоко, 280г",69.99,119.90
"Мармелад ""Lucky Days"" Лимон и апельсин, 300г",69.99,
"Свинина ""Останкино"" Деликатесная, копчено-вареная, 300г",139.90,259.90
"Йогурт ""Коломенское молоко"" малина-груша 5%,170г",59.99,
"Крупа пшено, 900г",29.99,
"Колбаса полукопченая «Мясницкий ряд» Кракоff, 300г",129.90,249.90
"Сыр ""Брест-Литовск"" Чеддер, 45%, 200г",249.90,
"Молоко ""Домик в деревне"" ультрапастеризованное 6% БЗМЖ, 950г",149.90,
"Напиток сокосодержащий ""Любимый"" Мохито, 0,75л",74.99,
"Сок ""Добрый"" яблочный осветленный, 0,33л",69.99,
"Колбаса ""ОМПК"" Сервелат Пражский, варено-копченая, 350г",119.90,259.90
"Кофе ""Жокей"" Ирландские сливки, ароматизированный, 150г",309.90,
"Творог рассыпчатый ""Минская марка"", 5%, 350г",147.90,
"Напиток кофейный ""MacCoffee"" Cappuccino di Torino растворимый с шоколадной крошкой в пакетиках, 5шт",169.90,
"Колбаса ""Вязанка"" Классическая вареная, 500г",134.90,314.90
"Сыр ""Landers"" Сливочный 55%, 260г",169.90,229.90
"Колбаса ""Первым делом"" Оригинальная, вареная, 350г",28.49,
"Батончик ""Русский хлеб"" Отрубной, 200г",26.99,
"Сыр полутвердый ""Золотой Ларец"" со вкусом топленого молока, 1/4 шара, 50%, 245г",229.90,289.90
"Молоко пастеризованное ""Домик в деревне"" пастеризованное 2,5% БЗМЖ, 950г",74.99,
"Чипсы из сушеных морских водорослей ""Naitori"" Нори со вкусом кимчи, 3г",59.99,
"Сыр ""Д"" Сербская Брынза мягкий 45%, 275г",144.90,189.90
"Базилик зеленый в упаковке, 50г",119.90,
"Яблоки ""Симиренко""",89.99,109.90
АПЕЛЬСИНЫ КРАСНЫЕ ВЕС,189.90,
"Сок ""ФрутоНяня"" яблочный прямого отжима, 0,2л",42.99,
"Сок ""Дары Кубани"" яблочный восстановленный осветленный, 1л",84.99,
"Вода минеральная ""Ессентуки"" №4, 1л",86.99,
"Сок детский ""Агуша"" Груша с 4 месяцев, 200мл",32.99,
"Вода ""Джермук"" минеральная газированная, 1л",98.99,
"Напиток ""ФрутоНяня"" Яблоко-ромашка-липа, 0,2л",42.99,
"Сок ""ФрутоНяня"" грушевый осветленный, с 4 месяцев, 0,2л,",42.99,
"Напиток газированный ""Frustyle"" Лимон-лайм, 1л",69.99,
"Напиток сокосодержащий ""Агуша"" Яблоко, 300мл",49.99,
"Напиток безалкогольный ""Rich"" Зеленый чай Манго, негазированный, 0,5л",79.99,
"Сок ""ФрутоНяня"" яблоко-персик без сахара неосветленный, 0,2л",42.99,
"Напиток ""Из Черноголовки"" Тархун сильногазированный, 2л",139.90,
"Вода питьевая для детей ""Святой Источник"" Спортик негазированная, 0,33л",29.99,42.49
"Вода ""Святой Источник"" питьевая негазированная, 1л",37.99,47.99
"Вода ""Святой источник"" Активные минералы газированная, 0,5л",35.49,
"Напиток энергетический ""Adrenaline"", без сахара, безалкогольный, 0,449л",99.99,
"Сок детский ""Агуша"" Персик-Яблоко с мякотью с 5 месяцев, 200мл",32.99,
"Напиток ""Старые добрые"" традиции Лимонад оригинальный сильногазированный, 0,5л",47.99,
"Напиток ""Red Bull"" энергетический газированный, 0,355л",124.90,169.90
"Напиток энергетический ""Burn"" Тропический микс, 0,5л",94.99,142.90
"Сметана ""Хуторок"" 15%, 300г",69.99,
"Сметана ""Хуторок"" 20%, 300г",79.99,
"Кефир ""Хуторок"" 2,5%, 930мл",74.99,
"Кефир ""Хуторок"" 3,2%, 900мл",72.99,
"Напиток ""Первым Делом"" Дюшес сильногазированный, 1,5л",34.99,
"Маслины ""Д"" Gusto чёрные без косточки, 300г",99.99,
"Жидкость для розжига мангалов и грилей ""Пикников"", 0,5л",94.99,
"Оливки ""Д"" Gusto фаршированные анчоусом, 300г",99.99,
"Оливки ""Д"" Gusto фаршированные лимоном, 300г",99.99,
"Яйцо куриное ""Деревенские напевы"" Отборное фасованное, 10шт",89.99,
"Яйцо куриное ""Деревенские напевы"" 1 категории, 10шт",69.99,84.99
"Молочный коктейль с соком ""Добрый кашалот"" Груша-манго, 930г",89.99,
"Вода ""Aqua Bene"" питьевая негазированная, 5л",57.90,
"Голень куриная охлажденная, 0,85-1,1кг",179.90,219.90
"Бедро куриное охлажденное, 0,85-1,1кг",169.90,
"Подгузники-трусики ""Каспер"" Maxi, размер 4, 7-18 кг, 18шт",389.90,
"Масло ""Легенда Финляндии"" ""Страна Озер"" сливочное 82,5%, 180г",149.90,
"Вода ""Первым Делом"" питьевая негазированная, 5л",54.99,
"Подгузники-трусики ""Каспер"" Junior, размер 5, 11-25 кг, 17шт",389.90,
"Таблетки для посудомоечной машины ""Vertex"", 50шт",399.90,499.90
"Крупа перловая ""Алтайская сказка"", 800г",44.90,69.99
"Кальмар ""Сухогруз"" сушеный, 70г",169.90,
"Арахис ""ПД"" жареный, соленый, 70г",25.49,
"Чипсы картофельные ""Lay's"" Шашлык, 140г",119.90,
"Мюсли ""Matti"" с бананом и шоколадом, 250г",169.90,
"Каша ""Быстров"" овсяная моментального приготовления ассорти черника-клубника-персик, 240г",199.90,
"Крахмал картофельный ""Солнечный Остров"", 200г",49.99,
"Батончик ""SmartBar"" Protein протеиновый в глазури с бананом, 40г",29.99,68.99
"Соль ""Экстра"" поваренная пищевая йодированная, 500г",61.99,
"Хлебцы протеино-злаковые ""ProteinRex"" Crispy Кокосовый крамбл, 55г",119.90,
"Чипсы картофельные ""Русская картошка"" Сметана и укроп, 80г",89.99,
"Дрожжи ""Саф-Момент"" сухие быстродействующие, 11г",24.39,
"Хлебцы ""Dr.Korner"" хрустящие гречневые с витаминами, 100г",111.90,
"Грецкий орех в скорлупе, 500г",159.90,249.90
"Макаронные изделия ""Шебекинские"" Вермишелька легкая, 450г",49.99,69.99
"Рис ""Зернышко к зернышку"" пропаренный в пакетиках для варки, 5х80г",59.99,79
"Мультивитамины ""Haas"" с апельсиновым вкусом, 80г",149.90,179.90
"Лапша ""Big Bon"" курица + соус сальса, 75г",29.90,
"Кисель моментального приготовления ""Русский продукт"" Клюквенный, 25г",16.99,
"Гренки ржаные ""Beerka"" Бородинские с чесноком, укропом и сметанным соусом, 60 г + 25мл",47.49,
"Кефир ""Простоквашино"" 3,2%, 930мл",87.99,
"Молоко ультрапастеризованное М 3,2%, 950г",89.99,
"Лапша рисовая ""Sen Soy"" Premium Fo-Kho, 200г",179.90,
"Приправа ""Maggi"" На второе для картошки по деревенски, 29г",59.99,
"Соус ""Barilla"" Basilico томатный с базиликом, 400г",329.90,
"Лепешки ""Delicados"" тортильи пшеничные сырные, 400г",149.90,
"Трюфель с клюквой Стильные штучки, 150г",299.90,
"Нектар ""Мамина дача"" Облепиха с мякотью, 0,75л",145.90,
"Нектар ""Мамина дача"" Вишня, 0,75л",145.90,
"Смесь сухая ""Maggi"" На второе для приготовления жаркого по-домашнему, 30г",47.99,
"Напиток миндальный ""Nemoloko"" Barista, 1л",159.90,
"Закуска ""Пиканта"" Астраханская овощная, 530г",139.90,
"Пюре картофельное ""Кунцево"", 240г",69.99,
"Смесь для выпечки ""Печем дома"" Кекс апельсиновый, 300г",84.99,
"Янтарная рыбка ""Мореслав"", соломка, с перцем, 70г",89.99,
"Путассу ""Мореслав"", соломка, 70г",89.99,
"Молочный коктейль ""Angelato"" Сливочная карамель, 2%, 950г",119.90,
"Кетчуп ""Махеевъ"" Шашлычный, 300г",79.99,
"Огурцы ""6 Соток"" Маринованные по-домашнему, 720мл",149.90,
"Молоко низколактозное/безлактозное ""Село Зеленое"", ультрапастеризованное, 1,8%, 950мл",119.90,
"Майонез ""Mr.Ricco"" Премиум, на перепелином яйце, 67%, 220мл",59.99,
"Майонез ""Mr.Ricco"" Премиум, на перепелином яйце, 67%, 400мл",99.99,
"Приправа ""Maggi"" для сочного мяса и шашлыка, 23г",49.99,
"Приправа ""Maggi"" для ароматной курицы, 20г",49.99,
"Бульон ""Maggi"" Домашний с курицей, овощами и зеленью, 100г",32.99,42.99
"Смесь для приготовления ""Maggi"" На второе Для котлет, 54г",59.99,
"Сыр плавленый Viola Сливочный 50%, 400г",199.90,319.90
"Майонез ""Я люблю готовить"" Провансаль, 67%, 700мл",172.90,
"Соус ""Слобода"" Сырный, 220мл",109.90,
"Смесь сухая ""Maggi"" На второе Для куриных крылышек барбекю, 24г",59.99,
"Перец черный ""Восточный гость"", молотый, 50г",99.99,
"Мороженое ""Чистая Линия"" Семейное пломбир, 450г",299.90,479.90
"Смесь для приготовления ""Maggi"" На второе Для макарон с курицей в тыквенно-овощном соусе, 24г",57.99,
"Приправа ""Восточный гость"" К курице, 40г",39.99,
"Сыр ""Viola"" Финское избранное ассорти 50%, 130г",79.99,129.90
"Конфеты ""Конти"" Княжеские",399.90,649.90
"Крупа ""Makfa"" гречневая ядрица, 800г",79.99,129.90
"Зубатка пестрая ""Borealis"" стейк замороженный, 600г",249.90,399.90
"Смесь сухая ""Maggi"" На второе Для сочной курицы с паприкой, 34г",79.99,
"Соус ""Астория"" Бургер-соус, 200г",79.99,119.90
"Приправа ""Восточный гость"" Универсальная, 40г",39.99,
"Творог ""Савушкин"", 5%, 200г",69.99,112.90
"Блок для унитаза ""Bref"" Сила-Актив Лимонная свежесть 4в1, 2х50г",219.90,352.90
"Вода ""ФрутоНяня"" детская питьевая, с 0 месяцев, 1,5л",39.99,63.99
"Пюре ""ФрутоНяня"" из мяса цыплят, с 6 месяцев, 80г",64.99,104.90
"Майонез ""Московский Провансаль"" Классический 67%, 420мл",79.99,107.90
"Соус ""Sen Soy"" Терияки, 120г",85.99,
"Соус ""Filippo Berio"" Песто Классический, 190г",419.90,
"Соус ""Heinz"" Сырный, 230г",119.90,165.40
"Кислота уксусная ""Русский уксус"", 70%, 180г",49.99,
"Пюре ""ФрутоНяня"" говядина, с 6 месяцев, 80г",64.99,104.90
"Сок ""Дары Кубани"" яблочно-грушевый, с 5 месяцев, 0,2л",23.99,38.49
"Огурцы ""6 Соток"" маринованные 6-9 см, 720мл",149.90,239.90
"Икра ""Дядя Ваня"" из кабачков, 460г",79.99,129.90
"Сыр творожный ""Савушкин"" с зеленью, 60%, 150г",79.99,129.90
"Пятновыводитель ""Vanish"" Oxi Action Забота о цвете в ассортименте, порошкообразный, 500мл",249.90,402.90
"Коктейль молочный ""ФрутоНяня"" Клубника, 2,1%, 200мл",29.99,48.49
"Пюре ""ФрутоНяня"" Телятина, 80г",64.99,104.90
"Пюре ""ФрутоНяня"" с индейкой, с 6 месяцев, 80г",64.99,104.90
"Сыр творожный ""Sveza"" Воздушный с зеленью, 60%, 150г",79.99,129.90
"Сырок творожный ""Сыркофф"" глазированный кокосовый 23%, 40г",24.99,
"Творожный продукт ""Danone"" Клубника, 1,9%, 200г",59.99,
"Спред ""Кремлевское"" 72,5%, 180г",59.99,
"Ряженка ""Агуша"" 3,2% с 12 месяцев, 200г",49.99,59.99
"Йогурт питьевой ""Чудо"" Ягодное мороженое, 1,9%, 260г",59.99,
"Биойогурт ""Активиа"" Чернослив, 2,9%, 130г",44.97,
"Коктейль молочный ""Приключения Джови"" Клубника, 2,5%, 200мл",24.99,34.99
"Творог рассыпчатый ""Искренне ваш"", 5%, 450/500г",194.90,
"Йогурт ""Viola"" Very Berry Вишня, 2,6%, 180г",89.99,
"Яйца ""Синявинская ПФ"" С0, 10шт",79.99,99.99
"Сырок творожный ""Советские традиции"" какао 26%, 45г",44.99,
"Пудинг ""Ehrmann"" Grand Dessert Ванильный ультрапастеризованный молочный 4,7% БЗМЖ, 200г",93.99,
"Творог мягкий ""Минская марка"", 4%, 400г",109.90,
"Творог фруктовый ""Агуша"" Черника 3,9% с 6 месяцев, 100г",37.49,
"Йогурт ""Активиа"" Малина, 3%, 110г",32.99,
"Десерт ""Ehrmann"" Grand Dessert пудинг шоколадный 5,2%, 200г",93.99,
"Мороженое Пломбир ""Вологодский"" брикет в шоколадных вафлях, 90г",75.99,
"Десерт творожный взбитый ""Чудо"" Персик-Маракуйя 4,2%, 100г",49.99,
"Пудинг безлактозный ""Ehrmann"" Шоколад, 1,5%, 200г",98.99,
"Масло ""Из Вологды"" Крестьянское 72,5%, 180г",149.90,189.90
"Кофе ""Nescafe"" Classic с добавлением натурального молотого, 60г",99.99,129.90
"Чайный напиток Принцесса Ява Каркадэ из лепестков суданской розы, 80г",64.99,
"Чай зеленый ""Curtis"" Delicate Mango, пирамидки, 20х1,8/1,7г",139.90,
"Чай ""Tess"" Forest Dream черный с ароматом малины и черники, в пирамидках, 100x1,8г",99.99,129.90
"Кофейный напиток ""Carte Noire"" Vanilla Latte, 16г",19.99,29.99
"Чай ""Tess"" Pina Colada зеленый с ароматом ананаса и кокоса, в пирамидках, 20x1,8г",99.99,129.90
"Кофе Julius Meinl PRASIDENT натуральный жареный молотый, 250г",469.90,
"Чай ""Принцесса Нури"" Яркий лимон, 25х1,5г",79.99,
"Кофе Julius Meinl ""Юбилейный"" натуральный жареный в зернах, 500г",649.90,1049.90
"Кофе молотый ""Ambassador"" Platinum, 250г",279.90,399.90
"Чай ""Принцесса Нури"" Черная смородина, 25х1,5г",79.99,
"Кофе зерновой ""Живой"" Espresso Premium, 500г",1049.90,
"Кофе Живой кофе Бурбон молотый жареный натуральный, 200г",279.90,349.90
КОФЕ ЯКОБС АЗИАН СЕЛЕКШЕН РАСТВОРИМЫЙ С/Б 90Г,319.90,
КОФЕ МАКСИМ ГОЛД МИЛД РАСТВОРИМЫЙ В/У 50Г,159.90,
"Сменная кассета для водопроводной воды ""Барьер"" Классик",309.90,
"Колготки женские ""Orodoro"" Favorito, 40ден, размер 4, цвет бронзовый",105.90,
"Книга для детей, 1категория",36,
"Колготки женские ""Orodoro"" Favorito, 40ден, размер 5, цвет черный",105.90,
"Книга для детей, 6категория",165,
"Колготки женские ""Orodoro"" Favorito, 40ден, размер 5, цвет бронзовый",105.90,
"Носки женские ""Orodoro"" Calzino Crystal mini, 20ден, цвет черный",69.99,
"Колготки женские ""Orodoro"" Favorito, 40ден, размер 3, цвет бронзовый",105.90,
"Колготки женские ""Orodoro"" Microfibra, 70ден, размер 5, цвет черный",279.90,
"Колготки женские ""Orodoro"" Serenita, 40ден, размер 7-8XL, цвет бронзовый",199.90,
"Пакет подарочный Премиум, ST",118.90,
"Гуашь ""Brauberg"", 6 цветов, 120мл",39.99,149.90
"Набор шариковых ручек ""Юнландия"", масляные, 5шт, арт. 143349",39.99,242.90
"Носки женские, размер 23, 2пары, арт. 584",119.90,
"Пакет бумажный подарочный, BC",58.99,
"Клей ПВА ""Forum"", с кисточкой, 20г",39.99,49.99
"Карандаш ""Юнландия"" с многоцветными грифелем, 1шт",19.99,39.99
"Пакет бумажный подарочный, АВ",98.99,
"Подследники женские ""Insolito"", размер 23-25, 2пары, арт. 605",129.90,
"Колготки женские ""Omsa"" Push-Up, 40ден, размер 3, цвет бронзовый",225.90,
"Шампунь Clear Vita Abe Защита от выпадения волос, 400мл",339.90,439.90
"Набор подарочный ""Funny Beauty Set"" Pretty Kitty в ассортименте, 4тканевые маски",419.90,
"Скраб ""Чистая линия"" Очищающий, 50мл",129.90,
"Бальзам для волос ""L'Oreal Paris"" Elseve Длина мечты, 400мл",379.90,458.90
"Маска-желе для лица ""El'Skin"" Алоэ, массажная, 10г",69.99,89.99
"Набор подарочный ""Head&amp;Shoulders"" Шампунь, 200мл + Пена для бритья для чувствительной кожи, 250мл",659.90,
"Полотенца бумажные ""Zewa"" 2 слоя, 2рулона",89.99,137.90
"Мыло туалетное ""Целебные травы"" Ромашка, 160г",59.99,84.99
"Шампунь для волос ""Рецепты бабушки Агафьи"" Увлажнение и восстановление Морошковый, 280мл",129.90,
"Краска для волос ""Garnier"" Color Naturals Crème 3, Темный каштан",229.90,279.40
"Бальзам для волос ""Gliss Kur"" Экстремальное восстановление, 400мл",379.90,
"Станок одноразовый ""Bic"" Metal, 5шт",149.90,
"Скраб для лица ""El'Skin"" Сахарный, 10г",69.99,89.99
"Шампунь ""Schauma"" Энергия природы Яблоко, 370/400мл",269.90,
"Крем-гель для душа ""Vilsen"" Magic Coffee Карамельно-сливочный флэт вайт, 570мл",249.90,
"Гель после бритья ""H2orizont"" Deep Dive Успокаивающий, 110мл",159.90,
"Крем для лица ""Nivea"" Care Увлажняющий, 100мл",329.90,
"Антиперспирант ""Nivea"" Men Черное и белое, 50мл",249.90,426.90
"Зубная щетка ""Splat"" Professional Whitening, средняя жесткость",229.90,286.90
"Насадки для электрической зубной щетки ""Oral-B"" EB17-2, 2шт",799.90,1190.90
"Чипсы картофельные ""Lava Lava"" Сыр, 50г",59.99,79.99
"Творожок ""Даниссимо"" с изысканным шоколадом 6,7%, 130г",69.99,
"Сыр ""Атон"" Бри мягкий с белой плесенью 50%, 100г",229.90,
"Биойогурт питьевой ""Активиа"" со злаками 2,2%, 260г",54.99,74.99
"Творожок ""Даниссимо"" с сочным киви 5,5%, 130г",69.99,
"Творожок ""Даниссимо"" с хрустящими шариками 7,2%, 130г",69.99,
"Корм для кошек ""Whiskas"" Рагу с говядиной и ягненком, влажный, 85г",18.39,
"Шоколад молочный Milka Клубничный чизкейк, 300г",399.90,
"Биойогурт ""Активиа"" питьевой с земляникой и клубникой 2%, 260г",54.99,74.99
"Биойогурт ""Активиа"" питьевой Черника и Льняные семена 2,1%, 260г",54.99,74.99
"Биойогурт ""Активиа"" Danone натуральный 2,4%, 260г",54.99,74.99
"Масло ""Filippo Berio"" Extra Virgin оливковое, 500мл",349.90,694.90
"Масло ""Borges"" Extra Virgin оливковое, 0,5л",659.99,
"Пирожное ""Медвежонок Барни"" бисквитное со вкусом вареной сгущенки, 150г",99.99,165.90
"Корм для кошек ""Whiskas"" Рагу с курицей, влажный, 85г",18.39,
"Корм для кошек ""Whiskas"" Паштет с курицей и индейкой, влажный, 85г",18.39,
"Паста творожная ""Савушкин продукт"" со вкусом кокоса и миндаля 3,5%, 120г",47.99,
"Корм для кошек ""Whiskas"" Лосось в желе, влажный 85г",18.39,
"Пирожное ""Медвежонок Барни"" бисквитное с бананово-йогуртовой начинкой, 150г",99.99,138.90
"Батончик ""Snickers"" Super шоколадный с арахисом, 95г",49.99,72.99
"Печенье злаковое ""Коломенский"", 120г",29.99,59.99
"Печенье сахарное ""Веселые прилипалы"" Межпланетное, 360г",49.99,79.99
"Крекер фигурный ""Любимые традиции"", 400г",79.99,
"Конфеты ""Lucky Days"" Карамель Mini Ассорти",289.90,
"Конфеты ""Lucky Days"" Микс Нуга, карамель, арахис, кокос, 350г",119.90,
"Конфеты ""Snickers"" Minis батончики Snickers/Twix/Milky Way в ассортименте",126.90,250.40
"Торт ""Коломенское"" Шоколадница вафельный с арахисом, 430г",334.90,
"Печенье ""Orion"" Choco Boy, 45г",63.99,
"Конфеты шоколадные ""Lucky Days"" Трюфель, 200г",159.90,
"Печенье сахарное ""Коломенский"" Шоколад, 120г",59.99,
"Конфеты ""РотФронт"" Батончики, 250г",99.99,164.90
"Конфеты ""Виват"" Кonfesta глазированные с кокосовой начинкой",449.90,594.90
"Батон ""Черемушки"" нарезной, 400г",49.49,
"Лепешки ""Mission"" Сыр, 166г",66.99,
"Пирог ""Черемушки"" Сдобная особа Творожный брауни, 400г",259.90,
"Донат с клубничной начинкой ""Dooti Donuts"", 70г",59.90,
"Хлебцы протеино-злаковые ""ProteinRex"" Crispy Кокосовый крамбл, 55г",119.90,
"Булочка ""Д"" Булочная №1 сдобная, 100г",28.99,
"Конфеты ""Россия"" с вафлей и молочным шоколадом",549.90,899.90
"Хлебцы ""Dr.Korner"" хрустящие гречневые с витаминами, 100г",111.90,
"Нектар ""Любимый"" 100% Мультифрукт, 0,97л",94.99,
"Каша молочная ""Heinz"" Кукурузная, с 5 месяцев, 180г",99.99,179.90
"Биотворог ""ФрутоНяня"" Клубника-банан-яблоко 4,2%, с 6 месяцев, 90г",39.99,55.99
"Биотворог ""ФрутоНяня"" с лесными ягодами 4,2%, с 6 месяцев, 100г",32.99,
"Сок ""Любимый"" 100% томат, 0,97л",94.99,
"Кашка молочно-рисовая ""Агуша"" Яблоко, земляника и клубника, 2,7%, 200мл",44.99,
"Каша молочная ""Heinz"" Гречневая, с 4 месяцев, 180г",89.99,179.90
"Печенье сахарное ""Славия"" Пуговки, 400г",99.99,149.90
"Сок ""ФрутоНяня"" яблочный без сахара осветленный, 0,2л",42.99,
"Йогурт ""Агуша"" Клубника-Банан 2,7% с 8 месяцев, 200г",49.99,
"Йогурт питьевой ""ФрутоНяня"" Клубника-банан детский 2,5%, 200мл",39.99,51.99
"Каша ""ФрутоНяня"" молочная овсяная с бананом и яблоком, с 6 месяцев, 200г",119.90,169.40
"Каша молочная ""Агуша"" Засыпайка Овсянка-Малина 2,5% с 6 месяцев, 200мл",50.99,
"Печенье ""Milka"" Цветок с белым шоколадом, 150г",249.90,
"Сок ""Любимый"" 100% яблоко, 0,97л",94.99,
"Мини-хлебцы ""ФрутоНяня"" Яблоко, 30г",55.99,
"Творог фруктовый ""Агуша"" Яблоко-Банан 3,9% с 6 месяцев, 100г",37.49,
"Йогурт питьевой ""Агуша"" Я Сам Клубника-земляника, 2,7%, 180г",49.99,
"Ряженка ""Агуша"" 3,2% с 12 месяцев, 200г",49.99,59.99
"Вода питьевая ""Черноголовка"" Бэйби, детская, 0,33л",19.99,29.99
"Сухой корм Purina ONE Mini для собак мелких пород, склонных к набору веса, индейка и рис, 1,5кг",369.90,459.90
ПЕЛЕНКИ TAFI ДЛЯ ЖИВОТНЫХ 10ШТ,169.90,
"Влажный корм для котят ""Perfect Fit"" Курица, 75г",25.99,32.99
"Лакомство для собак ""Titbit"" Легкое говяжье, 18г",149.90,
"Корм для кошек сухой ""Felix"" Двойная вкуснятина, с мясом, 1,3кг",499.90,
"Лакомство для кошек ""Dreamies"" Курица, 140г",119.90,154.90
"Корм для котят ""Perfect Fit"" с курицей, сухой, 650г",259.90,359.90
"Влажный корм Felix Суп для кошек с треской, в соусе, 48г",15.99,19.99
"Лакомство Dreamies Подушечки с сыром для взрослых кошек, 60г",79.99,
"Корм для кошек Natures Table Говядина в соусе, 85г",49.99,
"Лакомство для кошек ""Dreamies"" Сыр, 140г",119.90,154.90
"Корм для кошек Natures Table Курица в соусе, 85г",49.99,
"Игрушка для кошек в ассортименте, 3шт",119.90,199.90
Игрушка для собак Triol Гантель виниловая в ассортименте,119.90,199.90
"Лакомство для кошек Dreamies Mix Лакомство с курицей и кошачьей мятой, 60г",80.99,
"Напиток энергетический ""E-ON"" Danger Berry, 450мл",79.99,
"Вода питьевая ""Aqua Minerale"", негазированная, 2л",69.99,
"Напиток безалкогольный ""Rich"" Bitter Индиан тоник, 1л",109.90,
"Нектар ""ФрутоНяня"" Яблоко-ромашка-липа, 0,2л",42.99,
"Напиток сокосодержащий ""Моя семья"" Груша, черноплодная рябина и вишня, 0,95л",69.99,84.99
"Холодный чай ""Lipton"" Лимон, 0,5л",69.99,
"Напиток энергетический ""Burn"" Zero Sugar Персик и манго, 0,449л",94.99,157.90
"Сок прямого отжима ""Дары Кубани"" Яблоко, 125мл",15.99,24.99
"Энергетический напиток ""Adrenaline"" Ягоды, 0,449л",99.99,
"Чай ""Nestea"" холодный черный Лесные ягоды, 1,5л",109.90,179.90
"Сок детский ""Агуша"" Яблоко осветленный с 4 месяцев, 200мл",32.99,
"Сок детский ""Агуша"" Груша осветленный, 500мл",48.99,84.99
"Напиток газированный ""Evervess"" Black Royal, 1л",89.99,
"Вода ""Шишкин лес"" питьевая негазированная Cпорт, 0,4л",31.99,54.99
"Вода питьевая ""Байкал"" негазированная, 0,45л",60.99,
"Напиток энергетический ""Burn"" Темная энергия, 0,25л",59.99,74.99
"Напиток безалкогольный ""Rich"" Bitter Гранат, 1л",109.90,
"Напиток ""Gorilla"" Orange энергетический безалкогольный газированный со вкусом апельсина, 0,45л",76.99,
"Сок прямого отжима ""Дары Кубани"" Яблоко-шиповник, 125мл",15.99,23.99
"Сок осветленный ""Дары Кубани"" Яблоко, 125мл",15.99,23.99
"Сыр творожный ""Sveza"" Воздушный с зеленью, 60%, 150г",79.99,129.90
"Чай черный ""Akbar"" Gold, крупнолистовой, 250г",329.90,499.90
"Сухой завтрак ""Krosby"" Карамель-шоколад, 250г",129.90,174.90
"Сыр плавленый ""Сыробогатов"" Король сыров со вкусом топленого молока, 45%, 130г",69.99,99.99
"Сок ""Добрый"" яблочный осветленный, 1л",139.90,
"Йогурт питьевой ""Хуторок"" со злаками, 1,5%, 260г",34.99,42.99
"Колбаса ""Ближние горки"" Балыковая, варено-копченая, 350г",149.90,369.90
"Сметана ""РостАгроЭкспорт"", 15%, 280г",59.99,89.99
"Хлопья Д ""Любимые Традиции"" Геркулес овсяные, 400г",46.90,
"Сыр ""Arla Natura"" Сливочный Легкий 30%, 400г",399.90,479.90
"Сосиски ""Великолукский МК"" Детям, с кроликом, 330г",149.90,
"Напиток сокосодержащий ""Pulpy"" Australia Алоэ вера, киви и гуанабана, 0,45л",87.99,
"Бекон ""Дымов"" Оригинальный"", сырокопченый, нарезка, 200г",139.90,229.90
"Сухой завтрак ""Krosby"" Клубника и шоколад, 250г",109.90,174.90
"Молоко ""Большая кружка"", ультрапастеризованное, 3,2%, 1450г",124.90,
"Хлопья овсяные ""Русский продукт"" Геркулес нежный, 450г",54.99,87.99
"Колбаса ""Мясной дом Бородина"" Лацио, сырокопченая, нарезка, 70г",119.90,179.90
"Напиток сокосодержащий ""Добрый"" Витамин Тропический микс, 0,95л",79.99,
"Окорок ""Мясницкий ряд"" Деликатесный От шефа, варено-копченый, нарезка, 90г",79.99,199.90
"Сыр плавленый ""Ястро"" Классический, 350г",119.90,149.90
"Макаронные изделия ""Makfa"" Триколлини свитки, 450г",64,
"Кисель ""Здоровье"" с лесными ягодами, 150г",99.99,
"Фруктоза ""Natur Produkt"", 250г",119.90,
"Семечки подсолнечные ""Джинн"" Солнечный Великан, с солью, 100г",109.90,
"Фундук ""ST"" жареный, 100г",149.90,
"Отруби ""ОГО!"" Ржаные, 200г",40.49,
"Семечки ""От Мартина"" отборные, 300г",179.90,
"Сахарная пудра ""Natur Produkt"", 100г",29.99,
"Кольца кальмара ""Сухогруз"" солено-сушеные, 70г",169.90,
"Лапша быстрого приготовления ""Первым делом"" Говядина, 60г",9.99,
"Готовый завтрак ""Хрутка"" Duo Колечки шоколадные, 210г",99.99,149.90
"Макаронные изделия ""Первым Делом"" Перья, 400г",16.49,
"Хлопья кукурузные ""Увелка"" С медом, 275г",79.99,114.90
"Готовый завтрак ""Любятово"" Шарики шоколадные, 200г",114.90,
